No,Date,Day,Curator,Source,G,D,T,Problem Statement,Hint 1,Hint 2,Hint 3,Notes,Solved,Solved by,In pdf?,
531,6 Sep 2020,Sun,Will,"2011 RMM, P3 of 6",G,10,,"A triangle $ABC$ is inscribed in a circle $\omega$.
A variable line $\ell$ chosen parallel to $BC$ meets segments $AB$, $AC$ at points $D$, $E$ respectively, and meets $\omega$ at points $K$, $L$ (where $D$ lies between $K$ and $E$).
Circle $\gamma_1$ is tangent to the segments $KD$ and $BD$ and also tangent to $\omega$, while circle $\gamma_2$ is tangent to the segments $LE$ and $CE$ and also tangent to $\omega$.
Determine the locus, as $\ell$ varies, of the meeting point of the common inner tangents to $\gamma_1$ and $\gamma_2$.",,,,,,,,
524,30 Aug 2020,Sun,tan,"2020 HMIC, P5 of 5",G,10,,"A triangle has area $T$, a circle has area $C$, and their overlap has area $A$. Prove $$A \leq \frac T3 + \frac C2.$$",,,,,,,,
523,29 Aug 2020,Sat,Will,"2015 IMOSL, C6",C,10,,Let $S$ be a nonempty set of positive integers. We say that a positive integer $n$ is clean if it has a unique representation as a sum of an odd number of distinct elements from $S$. Prove that there exist infinitely many positive integers that are not clean.,,,,,,,,
496,2 Aug 2020,Sun,Will,2011 IMOSL G7,G,10,,Let $ABCDEF$ be a convex hexagon all of whose sides are tangent to a circle $\omega$ with centre $O$. Suppose that the circumcircle of triangle $ACE$ is concentric with $\omega$. Let $J$ be the foot of the perpendicular from $B$ to $CD$. Suppose that the perpendicular from $B$ to $DF$ intersects the line $EO$ at a point $K$. Let $L$ be the foot of the perpendicular from $K$ to $DE$. Prove that $DJ=DL$.,,,,,,,,
488,25 Jul 2020,Sat,Will,"2016 USAMO, P5 of 6",G,10,,"An equilateral pentagon $AMNPQ$ is inscribed in triangle $ABC$ such that $M \in \overline{AB}, Q \in \overline{AC},$ and $N, P \in \overline{BC}.$ Let $S$ be the intersection of $\overleftrightarrow{MN}$ and $\overleftrightarrow{PQ}.$ Denote by $\ell$ the angle bisector of $\angle MSQ.$
Prove that $\overline{OI}$ is parallel to $\ell,$ where $O$ is the circumcentre of triangle $ABC,$ and $I$ is the incentre of triangle $ABC.$",,,,,,,,
468,5 Jul 2020,Sun,tan,"2003 IMOSL, N8",N,10,,"Let $p$ be a prime number and let $A$ be a set of positive integers that satisfies the following conditions:\\ (i) the set of prime divisors of the elements in $A$ consists of $p-1$ elements;\\ (ii) for any nonempty subset of $A$, the product of its elements is not a perfect $p$-th power.\\ What is the largest possible number of elements in $A$ ?",,,,,,,,
467,4 Jul 2020,Sat,A02,2016 IMOSL A8,A,10,,"Find the largest real constant $a$ such that for all $n \geq 1$ and for all real numbers $x_0, x_1, ... , x_n$ satisfying $0 = x_0 < x_1 < x_2 < \cdots < x_n$ we have
\[\frac{1}{x_1-x_0} + \frac{1}{x_2-x_1} + \dots + \frac{1}{x_n-x_{n-1}} \geq a \left( \frac{2}{x_1} + \frac{3}{x_2} + \dots + \frac{n+1}{x_n} \right)\]",,,,,,,,
460,27 Jun 2020,Sat,Will,"2000 IMOSL N6, Generalised",N,10,,Determine whether there are infinitely many positive integers that cannot be represented as a sum of distinct 2000th powers.,,,,,,,,
433,31 May 2020,Sun,tan,"2019 USEMO, P3 of 6",CG,10,,"Consider an infinite grid $\mathcal G$ of unit square cells. A chessboard polygon is a simple polygon (i.e. not self-intersecting) whose sides lie along the gridlines of $\mathcal G$. Nikolai chooses a chessboard polygon $F$ and challenges you to paint some cells of $\mathcal G$ green, such that any chessboard polygon congruent to $F$ has at least $1$ green cell but at most $2020$ green cells. Can Nikolai choose $F$ to make your job impossible?",,,,,,,,
411,9 May 2020,Sat,A02,2012 IMOSL C7,C,10,,"There are given $2^{500}$ points on a circle labeled $1,2,\ldots ,2^{500}$ in some order. Prove that one can choose $100$ pairwise disjoint chords joining some of theses points so that the $100$ sums of the pairs of numbers at the endpoints of the chosen chord are equal.",,,,,,,,
390,18 Apr 2020,Sat,Will,2015 IMOSL N8,N,10,FE,"For every positive integer $n$ with prime factorisation $\textstyle{n = \prod_{i = 1}^{k} p_i^{\alpha_i}}$, define \[\mho(n) = \sum_{i: \; p_i > 10^{100}} \alpha_i.\] That is, $\mho(n)$ is the number of prime factors of $n$ greater than $10^{100},$ counted with multiplicity.

\makebox[1.5em]{} Find all strictly increasing functions $f: \mathbb{Z} \to \mathbb{Z}$ such that \[\mho \left( f(a) - f(b) \right) \leq \mho (a - b)\] for all integers \(a\) and \(b\) with \(a > b\).",,,,,,,,
384,12 Apr 2020,Sun,tan,2015 IMOSL C7,C,10,,"In a company of people some pairs are enemies. A group of people is called \textit{unsociable} if the number of members in the group is odd and at least $3$, and it is possible to arrange all its members around a round table so that every two neighbors are enemies. Given that there are at most $2015$ unsociable groups, prove that it is possible to partition the company into $11$ parts so that no two enemies are in the same part.",,,,,,,,
383,11 Apr 2020,Sat,Will,"2008 USAMO, P6 of 6",C,10,,"At a certain mathematical conference, every pair of mathematicians are either friends or strangers. At mealtime, every participant eats in one of two large dining rooms. Each mathematician insists upon eating in a room which contains an even number of his or her friends. Prove that the number of ways that the mathematicians may be split between the two rooms is a power of two. ",,,,,,,,
377,5 Apr 2020,Sun,tan,2016 IMOSL C8,C,10,,"Let $n$ be a positive integer. Determine the smallest positive integer $k$ with the following property: it is possible to mark $k$ cells on a $2n \times 2n$ board so that there exists a unique partition of the board into $1 \times 2$ and $2 \times 1$ dominoes, none of which contain two marked cells.",,,,,,,,
370,29 Mar 2020,Sun,tan,"2018 USATST, P3 of 6",AC,10,,"Alice and Bob play a game. First, Alice secretly picks a finite set $S$ of lattice points in the Cartesian plane. Then, for every line $\ell$ in the plane which is horizontal, vertical, or has slope $+1$ or $-1$, she tells Bob the number of points of $S$ that lie on $\ell$. Bob wins if he can determine the set $S$.

Prove that if Alice picks $S$ to be of the form
\[S = \{(x, y) \in \mathbb{Z}^2 \mid m \le x^2 + y^2 \le n\}\]for some positive integers $m$ and $n$, then Bob can win. (Bob does not know in advance that $S$ is of this form.)",,,,,,,,
369,28 Mar 2020,Sat,Will,"2017 IMO, P6 of 6",N,10,,"An ordered pair $(x, y)$ of integers is called a \emph{primitive point} if the greatest common divisor of $x$ and $y$ is 1. Given a finite set $S$ of primitive points, prove that there exist a positive integer $n$ and integers $a_0$, $a_1$, $\dots$, $a_n$ such that, for each $(x, y)$ in $S$, we have: $$a_0 x^n + a_1x^{n - 1}y + a_2 x^{n - 2}y^2 + \dots + a_{n - 1}x y^{n - 1} + a_n y^n = 1.$$",,,,,,,,
363,22 Mar 2020,Sun,Will,2020 USA TST P3 of 6,C,10,,"Let $\alpha \geq 1$ be a real number. Hephaestus and Poseidon play a turn-based game on an infinite grid of unit squares. Before the game starts, Poseidon chooses a finite number of cells to be \textit{flooded}. Hephaestus is building a \textit{levee}, which is a subset of unit edges of the grid (called \textit{walls}) forming a connected, non-self-intersecting path or loop. 

The game then begins with Hephaestus moving first. On each of Hephaestus's turns, he adds one or more walls to the levee, as long as the total length of the levee is at most $\alpha n$ after his $n$th turn. On each of Poseidon's turns, every cell which is adjacent to an already flooded cell and with no wall between them becomes flooded as well. Hephaestus wins if the levee forms a closed loop such that all flooded cells are contained in the interior of the loop - hence stopping the flood and saving the world. For which $\alpha$ can Hephaestus guarantee victory in a finite number of turns no matter how Poseidon chooses the initial cells to flood?",,,,,,,,
334,22 Feb 2020,Sat,A02,"2019 UNK → AUS F3, P3 of 3",G,10,,"$ABCD$ is a convex quadrilateral. $AB$ and $CD$ intersect at $E$. Let $H_A$, $H_B$, $H_C$, $H_D$ be the orthocentres of triangles $DAB$, $ABC$, $BCD$, $CDA$. $H_AH_B$ intersects $H_CH_D$ at $F$. $H$ is the orthocentre of triangle $EAD$. Prove that $\frac{EH}{HF} = \frac{AD}{BC}$.",,,,,,,,
328,16 Feb 2020,Sun,tan,"2018 AUS → UNK F3, P3 of 3",G,10,,"Let $B, C, D$ be collinear points in that order. Find all points $A$ satisfying:
\renewcommand{\labelenumi}{\theenumi}
\renewcommand{\theenumi}{\roman{enumi})}
\begin{enumerate}
\item $A$ is not on line $BCD$,
\item $AB \leq AC$,
\item there is a unique point $X$ on segment $AD$ such that $\frac{AX}{BX} = \frac{CX}{DX}.$
\end{enumerate}",,,,,,,,
313,1 Feb 2020,Sat,Will,2015 USA TSTST Q3 of 6,N,10,,"Let $P$ be the set of all primes, and let $M$ be a non-empty subset of $P.$ Suppose that for any non-empty subset $p_1, p_2, \dots, p_k$ of $M,$ all prime factors of $p_1p_2\dots p_k + 1$ are also in $M.$ Prove that $M = P.$",,,,,,,,
306,25 Jan 2020,Sat,A02,"USAMO 2010, P6 of 6",C,10,,"A blackboard contains 68 pairs of nonzero integers. Suppose that for each positive integer $k$ at most one of the pairs $(k, k)$ and $(-k, -k)$ is written on the blackboard. A student erases some of the 136 integers, subject to the condition that no two erased integers may add to 0. The student then scores one point for each of the 68 pairs in which at least one integer is erased. Determine, with proof, the largest number $N$ of points that the student can guarantee to score regardless of which 68 pairs have been written on the board.",,,,,Yes,A02,,
300,19 Jan 2020,Sun,tan,"2014 Taiwan TST 3, P3 of 3",G,10,,Let $M$ be any point on the circumcircle of triangle $ABC$. Suppose the tangents from $M$ to the incircle meet $BC$ at two points $X_1$ and $X_2$.  Prove that the circumcircle of triangle $MX_1X_2$ intersects the circumcircle of $ABC$ again at the tangency point of the $A$-mixtilinear incircle.,,,,,,,,
237,17 Nov 2019,Sun,tan,Redei's Theorem,C,10,,Prove that the number of Hamiltonian paths in a complete directed graph is odd.,,,,,,,,
229,9 Nov 2019,Sat,Will,2010 IMOSL G7,G,10,,"Three circular arcs $\gamma_1, \gamma_2,$ and $\gamma_3$ connect the points $A$ and $C.$ These arcs lie in the same half-plane defined by line $AC$ in such a way that arc $\gamma_2$ lies between the arcs $\gamma_1$ and $\gamma_3.$ Point $B$ lies on the segment $AC.$ Let $h_1, h_2$, and $h_3$ be three rays starting at $B,$ lying in the same half-plane, $h_2$ being between $h_1$ and $h_3.$ For $i, j = 1, 2, 3,$ denote by $V_{ij}$ the point of intersection of $h_i$ and $\gamma_j$ (see the Figure below). Denote by $\widehat{V_{ij}V_{kj}}\widehat{V_{kl}V_{il}}$ the curved quadrilateral, whose sides are the segments $V_{ij}V_{il},$ $V_{kj}V_{kl}$ and arcs $V_{ij}V_{kj}$ and $V_{il}V_{kl}.$ We say that this quadrilateral is $circumscribed$ if there exists a circle touching these two segments and two arcs. Prove that if the curved quadrilaterals $\widehat{V_{11}V_{21}}\widehat{V_{22}V_{12}}, \widehat{V_{12}V_{22}}\widehat{V_{23}V_{13}},\widehat{V_{21}V_{31}}\widehat{V_{32}V_{22}}$ are circumscribed, then the curved quadrilateral $\widehat{V_{22}V_{32}}\widehat{V_{33}V_{23}}$ is circumscribed, too.",,,,,,,,
188,29 Sep 2019,Sun,tan,"2019 RMM, P3 of 6 ",C,10,,"Given any positive real number $\varepsilon$, prove that, for all but finitely many positive integers $v$, any graph on $v$ vertices with at least  $(1+\varepsilon)v$ edges has two distinct simple cycles of equal lengths.
(Recall that the notion of a simple cycle does not allow repetition of vertices in a cycle.)",,,,,,,,
181,22 Sep 2019,Sun,tan,2018 IMOSL N7,N,10,,"Let $n \ge 2018$ be an integer, and let $a_1, a_2, \dots, a_n, b_1, b_2, \dots, b_n$ be pairwise distinct positive integers not exceeding $5n$. Suppose that the sequence
$$\frac{a_1}{b_1}, \frac{a_2}{b_2}, \dots, \frac{a_n}{b_n}$$
forms an arithmetic progression. Prove that the terms of the sequence are equal.",,,,,,,,
160,1 Sep 2019,Sun,tan,"2019 USAMO, P3 of 6",N,10,,Let $K$ be the set of all positive integers that do not contain the digit $7$ in their base-$10$ representation. Find all polynomials $f$ with nonnegative integer coefficients such that $f(n)\in K$ whenever $n\in K$.,,,,,Yes,tanyoshi,,
139,11 Aug 2019,Sun,tan,2013 IMO P3 of 6,G,10,,"Let the excircle of triangle $ABC$ opposite the vertex $A$ be tangent to the side $BC$ at the point $A_1$. Define the points $B_1$ on $CA$ and $C_1$ on $AB$ analogously, using the excircles opposite $B$ and $C$, respectively. Suppose that the circumcentre of triangle $A_1B_1C_1$ lies on the circumcircle of triangle $ABC$. Prove that triangle $ABC$ is right-angled.",,,,,Yes,Tanyoshi,No,
132,4 Aug 2019,Sun,tan,2019 APMO P4 of 5   ,C,10,,"Consider a $2018 \times 2019$ board with integers in each unit square. Two unit squares are said to be neighbours if they share a common edge. In each turn, you choose some unit squares. Then for each chosen unit square the average of all its neighbours is calculated. Finally, after these calculations are done, the number in each chosen unit square is replaced by the corresponding average. Is it always possible to make the numbers in all squares become the same after finitely many turns?",,,,,Yes,Tanyoshi,No,
972,21 Nov 2021,Sun,exy,"2020 USEMO, P3 of 6",G,11,,"Let $ABC$ be an acute triangle with circumcenter $O$ and orthocenter $H$. Let $\Gamma$ denote the circumcircle of triangle $ABC$, and $N$ the midpoint of $OH$. The tangents to $\Gamma$ at $B$ and $C$, and the line through $H$ perpendicular to line $AN$, determine a triangle whose circumcircle we denote by $\omega_A$. Define $\omega_B$ and $\omega_C$ similarly. \\
Prove that the common chords of $\omega_A$, $\omega_B$ and $\omega_C$ are concurrent on line $OH$.",,,,,,,,
566,11 Oct 2020,Sun,tan,"2020 IMO, P6 of 6",CG,11,,"Prove that there exists a positive constant $c$ such that the following statement is true:
Consider an integer $n > 1$, and a set $\mathcal S$ of $n$ points in the plane such that the distance between any two different points in $\mathcal S$ is at least 1. It follows that there is a line $\ell$ separating $\mathcal S$ such that the distance from any point of $\mathcal S$ to $\ell$ is at least $cn^{-1/3}$.",,,,,,,,
552,27 Sep 2020,Sun,tan,"2019 IMOSL, C9",C,11,,"For any two different real numbers $x$ and $y$, we define $D(x,y)$ to be the unique integer $d$ satisfying $2^d\le |x-y| < 2^{d+1}$. Given a set of reals $\mathcal F$, and an element $x\in \mathcal F$, we say that the [i]scales[/i] of $x$ in $\mathcal F$ are the values of $D(x,y)$ for $y\in\mathcal F$ with $x\neq y$. Let $k$ be a given positive integer. 

Suppose that each member $x$ of $\mathcal F$ has at most $k$ different scales in $\mathcal F$ (note that these scales may depend on $x$). What is the maximum possible size of $\mathcal F$?",,,,,,,,
503,9 Aug 2020,Sun,Sharky,"2017 IMOSL, A8",A,11,FE,"A function $f:\mathbb{R} \to \mathbb{R}$ has the following property:

For every $x,y \in \mathbb{R}$ such that $(f(x)+y)(f(y)+x) > 0$, we have $f(x)+y = f(y)+x$.

Prove that $f(x)+y \leq f(y)+x$ whenever $x>y$.",,,,,,,,
482,19 Jul 2020,Sun,tan,"2020 CMC, P4 of 8",C,11,,"Let $n$ be an odd positive integer. Some of the unit squares of an $n \times n$ unit-square board are colored green. It turns out that a chess king can travel from any green unit square to any other green unit squares by a finite series of moves that visit only green unit squares along the way. Prove that it can always do so in at most $\frac 12 (n^2-1)$ moves. (In one move, a chess king can travel from one unit square to another if and only if the two unit squares share either a corner or a side.)",,,,,,,,
391,19 Apr 2020,Sun,tan,"2015 USA TSTST, P6 of 6",C,11,,"A \emph{Nim-style game} is defined as follows. Two positive integers $k$ and $n$ are specified, along with a finite set $S$ of $k$-tuples of integers (not necessarily positive). At the start of the game, the $k$-tuple $(n, 0, 0, \ldots, 0)$ is written on the blackboard.\\[5pt]
A legal move consists of erasing the tuple $(a_1,a_2, \ldots,a_k)$ which is written on the blackboard and replacing it with $(a_1+b_1, a_2+b_2,  \ldots, a_k+b_k)$, where $(b_1, b_2,  \ldots, b_k)$ is an element of the set $S$. Two players take turns making legal moves, and the first to write a negative integer loses. In the event that neither player is ever forced to write a negative integer, the game is a draw.\\[5pt]
Prove that there is a choice of $k$ and $S$ with the following property: the first player has a winning strategy if $n$ is a power of 2, and otherwise the second player has a winning strategy.",,,,HELLO ETHAN!,,,,
356,15 Mar 2020,Sun,tan,2007 IMO P6 of 6,A,11,,"Let $ n$ be a positive integer. Consider
\[ S = \left\{ (x,y,z) \mid x,y,z \in \{ 0, 1, \ldots, n\}, x + y + z > 0 \right \}
\]
as a set of $ (n + 1)^{3} - 1$ points in the three-dimensional space. Determine the smallest possible number of planes, the union of which contains $ S$ but does not include $ (0,0,0)$.",,,,,,,,
